maintenance_event_id,timestamp,machine_id,Last_Maintenance_Days_Ago,Maintenance_History_Count,Failure_History_Count,maintenance_type,failure_type,failure_code,failure_severity,repair_time_minutes,downtime_minutes,technician_id,spare_part_used,maintenance_cost
MEV2294,2026-01-09 05:10:00,M03,118.0,24.0,10.0,preventive,electrical,F004,minor,175.0,123.0,TECH02,bearing,1718.0
MEV2295,2026-01-09 05:15:00,M01,46.0,1.0,11.0,preventive,none,F004,major,58.0,173.0,TECH02,pump,2483.0
MEV2296,2026-01-09 05:20:00,M03,12.0,1.0,13.0,preventive,none,F003,,150.0,51.0,TECH03,bearing,1507.0
MEV2297,2026-01-09 05:25:00,M03,36.0,2.0,1.0,preventive,none,F001,critical,179.0,52.0,TECH01,valve,1033.0
MEV2298,2026-01-09 05:30:00,M03,13.0,7.0,7.0,corrective,hydraulic,F003,,176.0,,TECH01,pump,1389.0
MEV2299,2026-01-09 05:35:00,M01,71.0,2.0,2.0,preventive,none,F004,critical,53.0,,TECH03,valve,2228.0
MEV2300,2026-01-09 05:40:00,M02,56.0,4.0,12.0,preventive,none,,minor,102.0,80.0,TECH03,,2282.0
MEV2301,2026-01-09 05:45:00,M02,30.0,17.0,5.0,preventive,electrical,F003,critical,25.0,51.0,TECH03,pump,2757.0
MEV2302,2026-01-09 05:50:00,M04,75.0,6.0,14.0,corrective,none,F002,minor,68.0,1065.3580960386676,TECH02,sensor,2861.0
MEV2303,2026-01-09 05:55:00,M01,74.0,9.0,4.0,,electrical,F002,major,42.0,172.0,TECH03,sensor,1494.0
MEV2304,2026-01-09 06:00:00,M04,76.0,25.0,11.0,preventive,electrical,,critical,74.0,147.0,TECH02,bearing,127.0
MEV2305,2026-01-09 06:05:00,M02,98.0,1.0,1.0,corrective,none,F001,critical,51.0,91.0,TECH03,bearing,566.0
MEV2306,2026-01-09 06:10:00,M03,98.0,3.0,1.0,corrective,mechanical,F002,critical,68.0,138.0,TECH01,bearing,767.0
MEV2307,2026-01-09 06:15:00,M03,52.0,4.0,13.0,preventive,mechanical,F003,major,72.0,2.0,TECH02,,1237.0
MEV2308,,M04,20.0,12.0,10.0,preventive,electrical,F001,major,155.0,191.0,TECH01,valve,515.0
MEV2309,2026-01-09 06:25:00,M01,56.0,9.0,8.0,corrective,hydraulic,F003,,98.0,229.0,TECH02,pump,1068.0
MEV2310,2026-01-09 06:30:00,M02,38.0,7.0,10.0,preventive,mechanical,F004,minor,45.0,146.0,TECH03,sensor,1741.0
MEV2311,2026-01-09 06:35:00,M03,112.0,5.0,13.0,preventive,mechanical,,major,57.0,26.0,TECH03,sensor,2972.0
,2026-01-09 06:40:00,M01,42.0,13.0,10.0,preventive,mechanical,F001,critical,,104.0,TECH03,pump,7834.856088560886
MEV2313,2026-01-09 06:45:00,M03,113.0,11.0,,corrective,electrical,F002,major,20.0,218.0,TECH01,valve,1254.0
MEV2314,2026-01-09 06:50:00,,24.0,26.0,4.0,preventive,electrical,F002,major,95.0,122.0,TECH02,bearing,2521.0
MEV2315,2026-01-09 06:55:00,M01,,7.0,6.0,corrective,mechanical,F002,minor,118.0,118.0,TECH02,sensor,2077.0
MEV2316,2026-01-09 07:00:00,M04,9.0,22.0,0.0,preventive,hydraulic,F002,minor,119.0,54.0,TECH03,valve,1350.0
MEV2317,,M04,66.0,11.0,10.0,preventive,hydraulic,F003,minor,137.0,227.0,TECH03,valve,337.0
MEV2318,2026-01-09 07:10:00,M04,104.0,17.0,0.0,corrective,hydraulic,F001,major,123.0,,TECH02,bearing,2366.0
MEV2319,2026-01-09 07:15:00,M01,,7.0,11.0,preventive,hydraulic,F002,minor,86.0,225.0,TECH02,sensor,
MEV2320,2026-01-09 07:20:00,M02,44.0,17.0,0.0,preventive,none,F001,critical,83.0,1065.3580960386676,TECH03,valve,2535.0
MEV2321,2026-01-09 07:25:00,M03,1.0,4.0,13.0,preventive,none,F003,minor,133.0,169.0,TECH02,bearing,1840.0
MEV2322,2026-01-09 07:30:00,M02,73.0,0.0,3.0,corrective,electrical,F001,major,128.0,113.0,TECH03,pump,1370.0
MEV2323,2026-01-09 07:35:00,M03,112.0,18.0,14.0,corrective,none,F004,major,168.0,103.0,TECH02,sensor,2729.0
MEV2324,2026-01-09 07:40:00,M04,77.0,21.0,8.0,preventive,hydraulic,F002,major,99.0,54.0,TECH01,valve,1486.0
MEV2325,2026-01-09 07:45:00,M04,10.0,16.0,10.0,corrective,none,F004,critical,88.0,143.0,TECH03,bearing,423.0
MEV2326,2026-01-09 07:50:00,M03,58.0,14.0,9.0,preventive,none,F002,critical,124.0,152.0,TECH03,pump,2461.0
MEV2327,2026-01-09 07:55:00,M01,24.0,9.0,9.0,preventive,mechanical,F002,critical,,96.0,TECH01,bearing,1925.0
MEV2328,2026-01-09 08:00:00,M02,51.0,17.0,1.0,preventive,electrical,F003,minor,24.0,124.0,TECH01,valve,2084.0
MEV2329,2026-01-09 08:05:00,M01,9.0,25.0,8.0,corrective,mechanical,F002,minor,141.0,173.0,TECH01,sensor,523.0
MEV2330,2026-01-09 08:10:00,M04,87.0,15.0,0.0,preventive,hydraulic,F003,critical,68.0,160.0,TECH01,pump,1319.0
MEV2331,2026-01-09 08:15:00,M04,,24.0,1.0,preventive,hydraulic,F003,major,117.0,41.0,TECH02,bearing,1101.0
MEV2332,2026-01-09 08:20:00,M03,30.0,15.0,12.0,corrective,none,F004,minor,26.0,8.0,TECH03,sensor,1063.0
MEV2333,2026-01-09 08:25:00,,30.0,26.0,9.0,preventive,electrical,,minor,150.0,15.0,TECH03,pump,1878.0
MEV2334,,M04,62.0,8.0,3.0,preventive,hydraulic,F001,minor,,8.0,TECH01,pump,2023.0
MEV2335,2026-01-09 08:35:00,M01,71.0,18.0,7.0,corrective,none,F004,minor,95.0,30.0,TECH01,bearing,
MEV2336,2026-01-09 08:40:00,M04,12.0,27.0,,preventive,none,F002,minor,102.0,31.0,TECH01,sensor,1272.0
MEV2337,2026-01-09 08:45:00,M01,57.0,6.0,7.0,preventive,mechanical,F001,minor,82.0,174.0,TECH01,,2659.0
MEV2338,2026-01-09 08:50:00,M02,23.0,20.0,14.0,preventive,none,F004,major,38.0,105.0,TECH03,,1284.0
MEV2339,2026-01-09 08:55:00,M03,114.0,8.0,2.0,preventive,mechanical,,minor,,49.0,TECH01,sensor,1823.0
MEV2340,2026-01-09 09:00:00,M01,99.0,15.0,6.0,corrective,mechanical,F004,major,93.0,212.0,TECH03,sensor,733.0
MEV2341,2026-01-09 09:05:00,M03,45.0,24.0,7.0,corrective,,F003,minor,98.0,188.0,TECH01,sensor,1925.0
MEV2342,2026-01-09 09:10:00,,34.0,14.0,3.0,preventive,electrical,F004,minor,74.0,99.0,TECH03,valve,869.0
MEV2343,2026-01-09 09:15:00,M01,,4.0,4.0,corrective,electrical,F004,minor,109.0,48.0,TECH02,pump,713.0
MEV2344,2026-01-09 09:20:00,M03,65.0,29.0,3.0,preventive,mechanical,F003,major,154.0,106.0,TECH03,sensor,1908.0
MEV2345,2026-01-09 09:25:00,M02,68.0,1.0,10.0,corrective,electrical,F001,minor,166.0,48.0,TECH01,valve,
MEV2346,2026-01-09 09:30:00,M03,6.0,19.0,1.0,corrective,none,F004,minor,99.0,110.0,TECH01,sensor,2856.0
MEV2347,2026-01-09 09:35:00,M04,13.0,7.0,7.0,corrective,electrical,F001,critical,73.0,198.0,TECH01,pump,120.0
MEV2348,2026-01-09 09:40:00,M02,29.0,19.0,4.0,corrective,hydraulic,F001,major,158.0,201.0,TECH01,bearing,1961.0
MEV2349,2026-01-09 09:45:00,,61.0,19.0,0.0,preventive,hydraulic,F002,major,27.0,29.0,TECH01,pump,1837.0
MEV2350,2026-01-09 09:50:00,M01,104.0,6.0,,preventive,mechanical,F002,minor,146.0,42.0,,sensor,
MEV2351,2026-01-09 09:55:00,M02,51.0,13.0,1.0,preventive,hydraulic,F002,minor,173.0,184.0,TECH03,sensor,2715.0
MEV2352,2026-01-09 10:00:00,M04,27.0,12.0,12.0,preventive,hydraulic,F004,major,21.0,200.0,TECH01,bearing,890.0
MEV2353,2026-01-09 10:05:00,M03,113.0,19.0,3.0,corrective,none,F001,minor,169.0,28.0,TECH03,valve,2470.0
MEV2354,2026-01-09 10:10:00,M03,70.0,26.0,8.0,corrective,mechanical,F001,major,152.0,19.0,TECH03,sensor,
MEV2355,2026-01-09 10:15:00,M01,59.0,14.0,2.0,preventive,none,F004,major,106.0,16.0,TECH03,valve,1035.0
MEV2356,2026-01-09 10:20:00,,49.0,11.0,3.0,corrective,none,F004,major,144.0,56.0,TECH03,valve,535.0
MEV2357,2026-01-09 10:25:00,M03,42.0,26.0,0.0,preventive,electrical,F002,major,148.0,53.0,TECH01,pump,1833.0
MEV2358,2026-01-09 10:30:00,M01,57.0,17.0,7.0,preventive,mechanical,F002,major,43.0,198.0,TECH02,,2693.0
MEV2359,2026-01-09 10:35:00,M02,,3.0,13.0,preventive,none,F004,minor,56.0,236.0,TECH03,valve,2646.0
MEV2360,2026-01-09 10:40:00,,41.0,8.0,12.0,preventive,mechanical,F003,major,123.0,185.0,TECH01,pump,2476.0
,2026-01-09 10:45:00,M02,85.0,6.0,4.0,corrective,hydraulic,F004,minor,88.0,51.0,TECH01,valve,1374.0
MEV2362,2026-01-09 10:50:00,M04,13.0,7.0,10.0,preventive,hydraulic,F002,minor,128.0,84.0,TECH01,sensor,2881.0
MEV2363,,M03,3.0,1.0,4.0,preventive,hydraulic,F001,critical,172.0,180.0,TECH01,pump,2441.0
MEV2364,2026-01-09 11:00:00,M04,74.0,27.0,9.0,preventive,mechanical,F004,critical,117.0,164.0,TECH01,bearing,1708.0
MEV2365,2026-01-09 11:05:00,M03,60.0,16.0,14.0,preventive,electrical,F001,critical,31.0,120.0,TECH03,pump,1868.0
MEV2366,2026-01-09 11:10:00,M02,101.0,27.0,13.0,preventive,electrical,F002,major,78.0,50.0,TECH01,pump,2773.0
MEV2367,2026-01-09 11:15:00,M01,89.0,23.0,3.0,preventive,electrical,F001,critical,62.0,149.0,TECH01,bearing,2249.0
MEV2368,2026-01-09 11:20:00,M02,81.0,24.0,1.0,preventive,none,F003,major,58.0,85.0,TECH02,pump,2286.0
MEV2369,2026-01-09 11:25:00,M04,102.0,21.0,5.0,corrective,electrical,F003,minor,131.0,149.0,TECH01,valve,214.0
MEV2370,2026-01-09 11:30:00,,65.0,27.0,9.0,preventive,,F003,critical,148.0,50.0,TECH01,valve,2039.0
MEV2371,2026-01-09 11:35:00,M02,57.0,26.0,14.0,preventive,mechanical,F002,critical,127.0,126.0,TECH02,pump,2523.0
MEV2372,2026-01-09 11:40:00,M01,81.0,8.0,13.0,preventive,,F004,critical,100.0,1065.3580960386676,TECH03,valve,1198.0
MEV2373,2026-01-09 11:45:00,M02,58.0,15.0,1.0,preventive,mechanical,F002,critical,86.0,237.0,TECH03,,380.0
MEV2374,2026-01-09 11:50:00,M03,104.0,4.0,4.0,preventive,hydraulic,F004,major,64.0,50.0,TECH01,pump,1570.0
MEV2375,2026-01-09 11:55:00,M03,83.0,26.0,13.0,preventive,electrical,F003,major,52.0,44.0,TECH01,sensor,1957.0
MEV2376,2026-01-09 12:00:00,M02,40.0,17.0,0.0,corrective,electrical,F001,major,143.0,,TECH01,,1081.0
MEV2377,2026-01-09 12:05:00,M03,,10.0,10.0,preventive,hydraulic,F003,major,74.0,40.0,TECH02,sensor,636.0
,2026-01-09 12:10:00,M01,,27.0,2.0,preventive,hydraulic,F002,major,157.0,,TECH01,valve,1358.0
MEV2379,2026-01-09 12:15:00,M03,97.0,29.0,12.0,preventive,hydraulic,F001,minor,150.0,61.0,TECH02,bearing,1766.0
MEV2380,2026-01-09 12:20:00,M03,7.0,24.0,6.0,,mechanical,F004,critical,161.0,155.0,TECH01,sensor,1060.0
MEV2381,2026-01-09 12:25:00,M04,50.0,20.0,13.0,preventive,hydraulic,,major,22.0,202.0,TECH02,pump,1137.0
MEV2382,2026-01-09 12:30:00,M04,103.0,24.0,6.0,preventive,hydraulic,F001,critical,75.0,231.0,TECH03,bearing,2386.0
MEV2383,2026-01-09 12:35:00,M03,82.0,20.0,3.0,preventive,electrical,F001,major,126.0,223.0,TECH01,sensor,2961.0
MEV2384,2026-01-09 12:40:00,M01,70.0,20.0,9.0,preventive,mechanical,F002,major,36.0,64.0,TECH03,bearing,1322.0
MEV2385,2026-01-09 12:45:00,M02,56.0,,14.0,preventive,none,F002,minor,66.0,81.0,TECH03,bearing,2958.0
MEV2386,2026-01-09 12:50:00,M01,98.0,21.0,10.0,preventive,electrical,F001,major,38.0,59.0,TECH03,sensor,2948.0
MEV2387,2026-01-09 12:55:00,M04,72.0,1.0,3.0,preventive,mechanical,F004,major,93.0,220.0,TECH02,bearing,716.0
MEV2388,2026-01-09 13:00:00,M02,104.0,29.0,5.0,preventive,,F002,major,161.0,214.0,TECH03,pump,1116.0
MEV2389,2026-01-09 13:05:00,M04,5.0,6.0,10.0,preventive,electrical,F004,critical,,221.0,TECH03,valve,595.0
MEV2390,2026-01-09 13:10:00,M02,52.0,2.0,7.0,corrective,hydraulic,F002,minor,167.0,210.0,TECH03,pump,1686.0
MEV2391,2026-01-09 13:15:00,M02,8.0,11.0,10.0,,hydraulic,F002,minor,598.0422047244094,118.0,TECH03,pump,2165.0
MEV2392,2026-01-09 13:20:00,M01,92.0,13.0,14.0,corrective,electrical,F004,critical,148.0,1065.3580960386676,TECH03,pump,2344.0
MEV2393,2026-01-09 13:25:00,M01,100.0,24.0,5.0,preventive,none,F003,critical,32.0,152.0,TECH02,pump,584.0
MEV2394,2026-01-09 13:30:00,,23.0,25.0,3.0,preventive,hydraulic,F003,major,112.0,152.0,TECH02,valve,1902.0
,2026-01-09 13:35:00,M01,94.0,24.0,1.0,preventive,hydraulic,F002,,82.0,184.0,TECH02,valve,731.0
MEV2396,2026-01-09 13:40:00,M01,70.0,12.0,13.0,corrective,hydraulic,F004,critical,42.0,223.0,TECH02,sensor,1225.0
MEV2397,2026-01-09 13:45:00,M04,57.0,6.0,9.0,preventive,none,F004,minor,175.0,223.0,TECH02,valve,2429.0
MEV2398,2026-01-09 13:50:00,M02,96.0,4.0,10.0,preventive,none,F003,minor,26.0,161.0,TECH03,bearing,2780.0
MEV2399,2026-01-09 13:55:00,M03,119.0,16.0,,corrective,electrical,,minor,45.0,90.0,TECH03,sensor,1479.0
MEV2400,2026-01-09 14:00:00,M04,2.0,16.0,14.0,preventive,mechanical,F004,critical,143.0,96.0,TECH03,sensor,2572.0
MEV2401,2026-01-09 14:05:00,M01,3.0,18.0,5.0,corrective,none,F002,major,58.0,205.0,TECH01,,981.0
MEV2402,2026-01-09 14:10:00,M01,13.0,5.0,12.0,preventive,none,F002,critical,,78.0,TECH03,bearing,671.0
MEV2403,2026-01-09 14:15:00,M04,90.0,5.0,11.0,preventive,mechanical,F002,minor,161.0,5.0,TECH02,,813.0
MEV2404,2026-01-09 14:20:00,M01,77.0,16.0,12.0,corrective,hydraulic,F003,critical,158.0,77.0,,valve,2921.0
MEV2405,,M03,80.0,14.0,10.0,preventive,electrical,F001,major,131.0,114.0,TECH02,pump,997.0
MEV2406,2026-01-09 14:30:00,M03,47.0,0.0,0.0,corrective,hydraulic,F001,,90.0,230.0,TECH01,sensor,1515.0
MEV2407,2026-01-09 14:35:00,M04,80.0,9.0,12.0,preventive,none,F003,major,136.0,10.0,TECH01,sensor,604.0
MEV2408,2026-01-09 14:40:00,M04,19.0,,10.0,preventive,hydraulic,F004,minor,598.0422047244094,119.0,TECH01,bearing,2606.0
MEV2409,2026-01-09 14:45:00,M03,35.0,22.0,6.0,preventive,none,F004,minor,160.0,118.0,,bearing,
MEV2410,2026-01-09 14:50:00,M04,86.0,6.0,8.0,corrective,none,F002,minor,48.0,103.0,TECH01,sensor,2830.0
MEV2411,2026-01-09 14:55:00,M03,40.0,11.0,9.0,preventive,hydraulic,F004,minor,172.0,,TECH01,valve,7834.856088560886
MEV2412,2026-01-09 15:00:00,M01,74.0,22.0,11.0,corrective,hydraulic,F002,major,106.0,73.0,TECH03,pump,2468.0
MEV2413,2026-01-09 15:05:00,M04,29.0,24.0,11.0,preventive,none,F004,minor,23.0,193.0,TECH02,valve,1956.0
MEV2414,2026-01-09 15:10:00,M01,64.0,12.0,1.0,preventive,mechanical,,,47.0,90.0,TECH03,valve,1690.0
MEV2415,2026-01-09 15:15:00,M01,86.0,21.0,4.0,,mechanical,F001,critical,158.0,14.0,TECH02,bearing,324.0
MEV2416,2026-01-09 15:20:00,M01,41.0,17.0,14.0,corrective,none,F002,critical,,45.0,TECH01,sensor,521.0
MEV2417,2026-01-09 15:25:00,M03,109.0,29.0,2.0,,electrical,F003,major,143.0,118.0,TECH01,sensor,2018.0
MEV2418,2026-01-09 15:30:00,M02,48.0,5.0,12.0,preventive,mechanical,F001,critical,65.0,54.0,TECH02,sensor,1539.0
MEV2419,2026-01-09 15:35:00,M03,86.0,8.0,8.0,preventive,electrical,F004,minor,160.0,1065.3580960386676,TECH03,bearing,1777.0
,2026-01-09 15:40:00,M02,76.0,22.0,1.0,preventive,electrical,F002,critical,48.0,207.0,TECH03,,441.0
MEV2421,2026-01-09 15:45:00,M01,92.0,,3.0,corrective,hydraulic,F001,critical,82.0,,TECH02,pump,1192.0
MEV2422,2026-01-09 15:50:00,M02,13.0,28.0,2.0,corrective,electrical,F001,critical,21.0,43.0,TECH02,sensor,2274.0
MEV2423,2026-01-09 15:55:00,M02,103.0,20.0,5.0,preventive,none,F004,major,29.0,151.0,TECH03,sensor,1277.0
MEV2424,2026-01-09 16:00:00,M03,70.0,11.0,5.0,preventive,electrical,F002,minor,69.0,64.0,TECH02,pump,2561.0
MEV2425,2026-01-09 16:05:00,M03,40.0,5.0,12.0,preventive,none,F004,critical,87.0,1065.3580960386676,TECH02,bearing,1475.0
MEV2426,2026-01-09 16:10:00,M03,98.0,21.0,1.0,preventive,electrical,F001,critical,166.0,21.0,TECH03,,184.0
MEV2427,2026-01-09 16:15:00,,36.0,15.0,3.0,corrective,none,F001,critical,53.0,213.0,TECH02,valve,1316.0
MEV2428,2026-01-09 16:20:00,M02,100.0,16.0,10.0,corrective,hydraulic,F001,critical,598.0422047244094,103.0,TECH02,valve,1525.0
MEV2429,2026-01-09 16:25:00,M01,69.0,26.0,1.0,corrective,mechanical,F003,major,98.0,212.0,TECH03,bearing,411.0
MEV2430,2026-01-09 16:30:00,M01,102.0,10.0,6.0,corrective,electrical,F002,major,101.0,115.0,TECH03,pump,2817.0
MEV2431,2026-01-09 16:35:00,M04,,19.0,7.0,preventive,hydraulic,F001,major,57.0,68.0,TECH01,bearing,772.0
MEV2432,2026-01-09 16:40:00,M04,53.0,12.0,7.0,corrective,none,F004,critical,110.0,40.0,TECH03,bearing,2913.0
MEV2433,2026-01-09 16:45:00,M03,112.0,8.0,5.0,corrective,electrical,F002,major,100.0,145.0,TECH01,valve,7834.856088560886
MEV2434,2026-01-09 16:50:00,M01,57.0,25.0,8.0,preventive,electrical,F002,major,165.0,123.0,TECH03,valve,1484.0
MEV2435,2026-01-09 16:55:00,M01,93.0,8.0,0.0,corrective,mechanical,F002,minor,94.0,137.0,TECH02,sensor,2669.0
MEV2436,2026-01-09 17:00:00,M01,92.0,0.0,10.0,preventive,hydraulic,F003,critical,80.0,90.0,TECH03,pump,2848.0
MEV2437,2026-01-09 17:05:00,,69.0,19.0,10.0,preventive,mechanical,F001,,154.0,,TECH03,sensor,1873.0
MEV2438,2026-01-09 17:10:00,M01,78.0,22.0,7.0,corrective,none,F001,major,137.0,147.0,TECH02,valve,671.0
MEV2439,2026-01-09 17:15:00,M02,65.0,,5.0,corrective,electrical,F002,major,,205.0,,bearing,1018.0
MEV2440,2026-01-09 17:20:00,M01,68.0,13.0,3.0,preventive,hydraulic,F001,major,111.0,126.0,TECH01,,2719.0
MEV2441,2026-01-09 17:25:00,M01,4.0,4.0,5.0,corrective,none,F003,major,151.0,115.0,TECH02,bearing,1907.0
MEV2442,2026-01-09 17:30:00,M02,57.0,6.0,3.0,preventive,none,F004,major,127.0,105.0,TECH03,sensor,402.0
MEV2443,2026-01-09 17:35:00,M02,86.0,29.0,14.0,preventive,electrical,F004,minor,177.0,62.0,TECH02,sensor,2106.0
MEV2444,2026-01-09 17:40:00,M04,90.0,19.0,10.0,preventive,hydraulic,F004,,109.0,193.0,TECH01,sensor,1595.0
MEV2445,2026-01-09 17:45:00,M03,23.0,7.0,9.0,preventive,,F002,critical,46.0,189.0,TECH03,pump,120.0
MEV2446,2026-01-09 17:50:00,M04,25.0,9.0,13.0,preventive,none,F004,minor,56.0,21.0,TECH01,bearing,1107.0
,2026-01-09 17:55:00,M04,,26.0,0.0,preventive,electrical,F003,major,169.0,181.0,TECH03,valve,1782.0
MEV2448,2026-01-09 18:00:00,M02,76.0,3.0,1.0,preventive,none,F004,minor,114.0,65.0,TECH02,sensor,7834.856088560886
MEV2449,2026-01-09 18:05:00,M04,41.0,4.0,12.0,preventive,none,F001,minor,37.0,195.0,TECH03,valve,1100.0
MEV2450,2026-01-09 18:10:00,M04,3.0,20.0,10.0,preventive,mechanical,F002,minor,129.0,140.0,TECH01,pump,330.0
MEV2451,2026-01-09 18:15:00,M04,62.0,26.0,6.0,preventive,none,F003,minor,59.0,33.0,TECH01,,7834.856088560886
MEV2452,2026-01-09 18:20:00,M01,85.0,1.0,11.0,preventive,none,F004,minor,51.0,51.0,TECH03,pump,1089.0
MEV2453,2026-01-09 18:25:00,M03,,6.0,12.0,preventive,mechanical,F002,minor,114.0,48.0,TECH01,bearing,653.0
MEV2454,2026-01-09 18:30:00,M03,43.0,15.0,3.0,corrective,hydraulic,F002,major,115.0,227.0,TECH03,bearing,660.0
MEV2455,2026-01-09 18:35:00,,67.0,16.0,12.0,preventive,mechanical,,,,1065.3580960386676,TECH02,pump,2234.0
MEV2456,2026-01-09 18:40:00,M03,1.0,9.0,2.0,corrective,mechanical,F004,major,142.0,22.0,TECH01,valve,1942.0
MEV2457,2026-01-09 18:45:00,M02,48.0,16.0,1.0,preventive,electrical,F003,,71.0,0.0,TECH02,sensor,
MEV2458,2026-01-09 18:50:00,M01,71.0,22.0,1.0,preventive,hydraulic,F002,major,121.0,7.0,TECH01,pump,1511.0
MEV2459,2026-01-09 18:55:00,M01,103.0,27.0,10.0,corrective,hydraulic,F003,critical,171.0,201.0,TECH01,valve,2476.0
MEV2460,2026-01-09 19:00:00,M02,101.0,11.0,2.0,preventive,mechanical,F002,major,118.0,7.0,TECH01,valve,1764.0
MEV2461,2026-01-09 19:05:00,M04,67.0,4.0,11.0,preventive,electrical,F003,major,83.0,153.0,TECH03,pump,2727.0
MEV2462,2026-01-09 19:10:00,M01,5.0,23.0,13.0,preventive,electrical,F001,critical,30.0,66.0,TECH02,bearing,1725.0
MEV2463,2026-01-09 19:15:00,M03,37.0,16.0,12.0,preventive,mechanical,F004,critical,76.0,1.0,TECH03,pump,2013.0
MEV2464,2026-01-09 19:20:00,M03,82.0,6.0,7.0,preventive,mechanical,F003,critical,135.0,1.0,TECH01,bearing,
MEV2465,2026-01-09 19:25:00,M02,26.0,10.0,5.0,corrective,mechanical,F004,minor,97.0,191.0,TECH02,pump,426.0
MEV2466,2026-01-09 19:30:00,M03,44.0,25.0,1.0,preventive,none,F001,major,177.0,16.0,TECH01,pump,418.0
,2026-01-09 19:35:00,M01,24.0,8.0,4.0,corrective,none,,major,114.0,21.0,TECH02,bearing,829.0
MEV2468,2026-01-09 19:40:00,M04,7.0,7.0,3.0,preventive,mechanical,F001,major,37.0,,TECH03,pump,569.0
MEV2469,2026-01-09 19:45:00,M03,63.0,6.0,6.0,preventive,mechanical,F003,major,140.0,109.0,TECH01,sensor,1101.0
MEV2470,,M02,71.0,19.0,0.0,corrective,none,F001,,127.0,146.0,TECH02,bearing,2129.0
MEV2471,2026-01-09 19:55:00,M01,1.0,26.0,2.0,preventive,mechanical,F001,major,49.0,92.0,TECH02,bearing,175.0
MEV2472,2026-01-09 20:00:00,M02,93.0,14.0,3.0,corrective,hydraulic,F003,critical,53.0,89.0,TECH01,sensor,984.0
MEV2473,2026-01-09 20:05:00,M04,93.0,4.0,,,mechanical,F003,critical,179.0,57.0,TECH01,pump,1458.0
MEV2474,2026-01-09 20:10:00,M04,,27.0,7.0,corrective,mechanical,F001,minor,51.0,,TECH03,sensor,2944.0
,2026-01-09 20:15:00,M03,81.0,15.0,14.0,corrective,hydraulic,F004,major,168.0,10.0,TECH03,valve,1892.0
MEV2476,2026-01-09 20:20:00,M01,62.0,26.0,0.0,preventive,electrical,F002,minor,33.0,2.0,TECH01,sensor,1454.0
MEV2477,2026-01-09 20:25:00,M02,91.0,9.0,2.0,corrective,mechanical,F001,minor,109.0,51.0,TECH03,pump,2463.0
,2026-01-09 20:30:00,M04,50.0,2.0,0.0,preventive,none,F004,critical,53.0,175.0,TECH01,pump,1829.0
MEV2479,2026-01-09 20:35:00,M04,79.0,19.0,9.0,preventive,hydraulic,F001,critical,136.0,,TECH02,pump,2773.0
MEV2480,2026-01-09 20:40:00,M02,44.0,25.0,11.0,,electrical,F004,minor,92.0,,,pump,1325.0
,2026-01-09 20:45:00,,25.0,20.0,1.0,corrective,electrical,F003,,66.0,228.0,TECH03,valve,1152.0
MEV2482,2026-01-09 20:50:00,M03,98.0,26.0,0.0,corrective,hydraulic,F001,minor,156.0,103.0,TECH01,bearing,2647.0
MEV2483,2026-01-09 20:55:00,M04,6.0,,11.0,corrective,electrical,F002,critical,171.0,36.0,TECH03,pump,562.0
MEV2484,2026-01-09 21:00:00,M02,27.0,26.0,14.0,corrective,,F001,critical,69.0,56.0,TECH02,pump,148.0
MEV2485,2026-01-09 21:05:00,M04,10.0,19.0,8.0,corrective,hydraulic,F003,major,62.0,191.0,TECH02,sensor,
MEV2486,2026-01-09 21:10:00,M02,83.0,28.0,8.0,preventive,,F001,minor,155.0,123.0,TECH01,valve,2010.0
MEV2487,2026-01-09 21:15:00,M01,105.0,3.0,11.0,preventive,hydraulic,F001,minor,58.0,104.0,TECH02,valve,2545.0
MEV2488,2026-01-09 21:20:00,M03,48.0,5.0,7.0,preventive,hydraulic,F003,major,149.0,69.0,TECH03,valve,524.0
,2026-01-09 21:25:00,M03,,4.0,12.0,,hydraulic,F004,major,169.0,39.0,TECH01,pump,1219.0
MEV2490,2026-01-09 21:30:00,M02,27.0,7.0,10.0,preventive,hydraulic,F001,minor,35.0,117.0,TECH01,valve,1733.0
MEV2491,2026-01-09 21:35:00,M04,113.0,7.0,,preventive,none,F001,minor,33.0,190.0,TECH03,pump,2051.0
MEV2492,2026-01-09 21:40:00,M04,6.0,4.0,5.0,corrective,,F003,major,,127.0,TECH01,bearing,1197.0
MEV2493,2026-01-09 21:45:00,M01,115.0,11.0,9.0,preventive,hydraulic,F002,minor,59.0,235.0,TECH03,,2030.0
MEV2494,2026-01-09 21:50:00,M03,7.0,4.0,,preventive,,F002,minor,31.0,166.0,TECH03,,7834.856088560886
MEV2495,2026-01-09 21:55:00,M03,112.0,14.0,1.0,preventive,hydraulic,F002,minor,59.0,62.0,TECH02,pump,1928.0
MEV2496,2026-01-09 22:00:00,M03,82.0,28.0,,preventive,hydraulic,F001,minor,110.0,142.0,TECH02,pump,2717.0
MEV2497,2026-01-09 22:05:00,,32.0,2.0,10.0,corrective,mechanical,F002,minor,104.0,232.0,TECH03,bearing,1155.0
MEV2498,2026-01-09 22:10:00,M01,9.0,14.0,14.0,corrective,mechanical,F003,critical,93.0,239.0,TECH03,sensor,2132.0
MEV2499,2026-01-09 22:15:00,M02,20.0,9.0,13.0,preventive,hydraulic,F002,minor,56.0,62.0,TECH03,valve,1970.0
